task_id,department,criticality,urgency,asset_condition,overdue,overdue_days,failure_history,estimated_duration_hours,safety_critical,passenger_impact,priority_score,maintenance_priority_class
TASK-3885,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,1,3.8,0,1,36.012353312654156,LOW
TASK-3886,S&T,ROUTINE,NORMAL,GOOD,True,2,0,6.9,0,1,19.207356506427036,LOW
TASK-3887,S&T,HIGH,IMMEDIATE,POOR,False,0,3,2.4,1,1,86.26925569542735,CRITICAL
TASK-3888,Engineering,LOW,MEDIUM,GOOD,True,10,0,4.6,0,1,41.37107517565084,LOW
TASK-3889,S&T,MEDIUM,NORMAL,FAIR,False,0,0,1.9,0,1,34.51162880565193,LOW
TASK-3890,Engineering,ROUTINE,NORMAL,FAIR,True,5,1,2.8,0,1,25.109318409572964,LOW
TASK-3891,S&T,ROUTINE,NORMAL,FAIR,False,0,0,0.9,0,1,17.6804097983907,LOW
TASK-3892,S&T,MEDIUM,NORMAL,FAIR,True,1,1,0.7,0,0,30.16285189663289,LOW
TASK-3893,Engineering,MEDIUM,HIGH,DEGRADED,True,15,1,3.4,0,1,78.59051130231902,HIGH
TASK-3894,S&T,ROUTINE,MEDIUM,FAIR,False,0,2,3.6,0,1,30.067629629642365,LOW
TASK-3895,S&T,MEDIUM,MEDIUM,DEGRADED,True,33,0,3.3,1,0,68.86210340324078,HIGH
TASK-3896,Engineering,ROUTINE,NORMAL,GOOD,False,0,4,2.0,0,1,22.15741723607357,LOW
TASK-3897,Traction,CRITICAL,HIGH,FAILED,False,0,0,2.3,1,0,96.46084325923611,CRITICAL
TASK-3898,Traction,CRITICAL,IMMEDIATE,FAILED,True,10,1,3.4,1,1,100.0,CRITICAL
TASK-3899,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,3,1.0,0,1,39.55511370866921,LOW
TASK-3900,S&T,CRITICAL,IMMEDIATE,FAILED,True,7,3,3.6,1,1,100.0,CRITICAL
TASK-3901,S&T,ROUTINE,NORMAL,GOOD,True,2,1,3.6,0,1,26.23276047748659,LOW
TASK-3902,Engineering,ROUTINE,NORMAL,GOOD,False,0,2,2.5,0,0,29.45880682050727,LOW
TASK-3903,Traction,MEDIUM,NORMAL,GOOD,False,0,0,2.3,0,0,31.92283426971034,LOW
TASK-3904,Traction,LOW,NORMAL,FAIR,False,0,1,2.8,0,1,24.404078865945625,LOW
TASK-3905,S&T,CRITICAL,HIGH,POOR,True,2,3,1.1,1,0,100.0,CRITICAL
TASK-3906,Traction,CRITICAL,HIGH,FAILED,True,11,1,2.0,1,1,100.0,CRITICAL
TASK-3907,Engineering,HIGH,MEDIUM,DEGRADED,False,0,1,4.6,1,1,53.32344648203615,MEDIUM
TASK-3908,Engineering,LOW,NORMAL,FAIR,True,1,1,4.5,0,1,30.162050292103576,LOW
TASK-3909,S&T,HIGH,IMMEDIATE,FAILED,False,0,6,3.9,1,1,100.0,CRITICAL
TASK-3910,Engineering,CRITICAL,HIGH,POOR,True,20,2,7.7,1,1,100.0,CRITICAL
TASK-3911,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,1,5.4,0,1,41.71758409076354,LOW
TASK-3912,Engineering,LOW,NORMAL,GOOD,False,0,6,1.0,0,1,29.060353115996303,LOW
TASK-3913,S&T,MEDIUM,HIGH,DEGRADED,True,18,1,5.0,1,1,76.73104601328727,HIGH
TASK-3914,Traction,CRITICAL,HIGH,POOR,False,0,1,8.0,1,1,99.22817523329043,CRITICAL
TASK-3915,Traction,LOW,MEDIUM,FAIR,False,0,2,4.9,0,1,31.22509329954254,LOW
TASK-3916,Traction,HIGH,MEDIUM,DEGRADED,True,25,2,0.8,1,1,91.8598399269381,CRITICAL
TASK-3917,Traction,HIGH,IMMEDIATE,FAILED,True,19,4,4.7,1,1,100.0,CRITICAL
TASK-3918,S&T,LOW,MEDIUM,GOOD,True,22,3,3.5,0,0,50.38844811965362,MEDIUM
TASK-3919,Engineering,MEDIUM,NORMAL,FAIR,False,0,0,5.9,0,1,34.64594780773855,LOW
TASK-3920,S&T,CRITICAL,HIGH,POOR,False,0,1,2.1,1,1,85.48499039092597,CRITICAL
TASK-3921,Traction,HIGH,MEDIUM,DEGRADED,True,37,1,7.1,1,1,78.57851010298066,HIGH
TASK-3922,S&T,MEDIUM,HIGH,DEGRADED,True,2,0,7.8,1,0,62.49976844448167,MEDIUM
TASK-3923,Traction,HIGH,IMMEDIATE,POOR,True,5,3,2.5,1,1,100.0,CRITICAL
TASK-3924,Traction,HIGH,HIGH,DEGRADED,True,17,1,3.1,1,0,91.14940962384388,CRITICAL
TASK-3925,S&T,HIGH,IMMEDIATE,FAILED,False,0,1,3.0,1,1,97.3153883771462,CRITICAL
TASK-3926,Traction,MEDIUM,NORMAL,FAIR,False,0,3,5.3,0,0,39.25738623353755,LOW
TASK-3927,Engineering,HIGH,IMMEDIATE,FAILED,False,0,2,4.1,1,1,100.0,CRITICAL
TASK-3928,Engineering,LOW,NORMAL,FAIR,False,0,1,3.6,0,1,29.846205906423542,LOW
TASK-3929,Traction,CRITICAL,IMMEDIATE,POOR,True,5,2,6.2,1,1,100.0,CRITICAL
TASK-3930,Traction,LOW,NORMAL,GOOD,False,0,1,6.4,0,0,21.683523705671007,LOW
TASK-3931,Traction,ROUTINE,MEDIUM,GOOD,False,0,3,4.5,0,0,25.14769145355688,LOW
TASK-3932,Traction,CRITICAL,IMMEDIATE,POOR,False,0,1,5.5,1,1,97.07481432169114,CRITICAL
TASK-3933,S&T,CRITICAL,IMMEDIATE,POOR,True,8,1,6.7,1,1,100.0,CRITICAL
TASK-3934,S&T,CRITICAL,IMMEDIATE,POOR,False,0,2,1.8,1,1,100.0,CRITICAL
TASK-3935,Traction,LOW,MEDIUM,GOOD,True,1,1,1.4,0,0,28.34388520588065,LOW
TASK-3936,S&T,ROUTINE,NORMAL,FAIR,False,0,3,3.8,0,1,24.056273531642493,LOW
TASK-3937,Engineering,ROUTINE,MEDIUM,GOOD,False,0,3,6.2,0,1,24.40657469536903,LOW
TASK-3938,Traction,HIGH,MEDIUM,DEGRADED,False,0,4,1.9,1,0,67.59519287631613,HIGH
TASK-3939,Traction,MEDIUM,MEDIUM,DEGRADED,True,22,3,6.6,0,0,60.81529406766251,MEDIUM
TASK-3940,Engineering,ROUTINE,MEDIUM,FAIR,False,0,1,7.9,0,1,23.578957125879544,LOW
TASK-3941,S&T,ROUTINE,NORMAL,GOOD,False,0,3,2.6,0,1,23.444011007193076,LOW
TASK-3942,Traction,CRITICAL,IMMEDIATE,FAILED,True,6,2,2.1,1,1,100.0,CRITICAL
TASK-3943,Engineering,CRITICAL,HIGH,POOR,False,0,3,1.3,1,1,88.68983595454966,CRITICAL
TASK-3944,S&T,CRITICAL,HIGH,FAILED,False,0,1,4.3,1,0,95.54296819325553,CRITICAL
TASK-3945,Engineering,CRITICAL,HIGH,FAILED,False,0,0,2.0,1,1,100.0,CRITICAL
TASK-3946,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,5,5.5,1,1,100.0,CRITICAL
TASK-3947,Traction,CRITICAL,HIGH,FAILED,False,0,0,1.8,1,0,91.38247445468996,CRITICAL
TASK-3948,Traction,ROUTINE,MEDIUM,FAIR,True,2,1,6.1,0,1,33.515781582098086,LOW
TASK-3949,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,0,7.5,0,1,30.981209428349928,LOW
TASK-3950,Engineering,HIGH,HIGH,FAILED,False,0,3,6.0,1,1,87.11817989268722,CRITICAL
TASK-3951,S&T,ROUTINE,NORMAL,FAIR,False,0,1,6.9,0,1,28.563620346363308,LOW
TASK-3952,Engineering,HIGH,HIGH,FAILED,True,27,1,5.1,1,1,100.0,CRITICAL
TASK-3953,Traction,HIGH,IMMEDIATE,FAILED,False,0,0,7.1,1,1,100.0,CRITICAL
TASK-3954,Engineering,HIGH,HIGH,POOR,True,23,0,5.3,1,1,96.69834368599942,CRITICAL
TASK-3955,Traction,ROUTINE,NORMAL,GOOD,True,8,1,6.9,0,1,40.49590626314592,LOW
TASK-3956,S&T,CRITICAL,HIGH,POOR,True,8,0,6.8,1,1,100.0,CRITICAL
TASK-3957,S&T,MEDIUM,MEDIUM,DEGRADED,True,21,1,1.4,1,1,88.8831695431364,CRITICAL
TASK-3958,Traction,HIGH,HIGH,POOR,True,14,3,4.2,1,0,100.0,CRITICAL
TASK-3959,Traction,MEDIUM,NORMAL,GOOD,True,17,2,7.1,0,1,57.7688681916461,MEDIUM
TASK-3960,Engineering,ROUTINE,NORMAL,GOOD,False,0,3,2.6,0,0,29.87467479711025,LOW
TASK-3961,S&T,CRITICAL,IMMEDIATE,FAILED,False,0,2,3.9,1,1,100.0,CRITICAL
TASK-3962,Engineering,CRITICAL,HIGH,POOR,False,0,0,2.0,1,1,89.98657137068379,CRITICAL
TASK-3963,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,0,6.6,1,1,100.0,CRITICAL
TASK-3964,Traction,LOW,NORMAL,FAIR,False,0,0,7.8,0,1,24.843723105836258,LOW
TASK-3965,S&T,ROUTINE,NORMAL,GOOD,True,15,3,7.4,0,1,44.15499905374234,LOW
TASK-3966,Engineering,LOW,NORMAL,FAIR,True,22,3,3.0,0,1,53.42765364508918,MEDIUM
TASK-3967,Engineering,ROUTINE,NORMAL,GOOD,False,0,3,0.7,0,0,32.713976577108525,LOW
TASK-3968,S&T,ROUTINE,NORMAL,GOOD,True,13,3,4.9,0,0,54.66180254682472,MEDIUM
TASK-3969,Traction,MEDIUM,MEDIUM,DEGRADED,True,29,4,6.8,0,1,76.36078371314007,HIGH
TASK-3970,Engineering,ROUTINE,NORMAL,GOOD,True,32,1,4.1,0,1,51.031411481913,MEDIUM
TASK-3971,S&T,ROUTINE,NORMAL,GOOD,False,0,1,6.7,0,0,26.9606351937853,LOW
TASK-3972,Traction,ROUTINE,MEDIUM,FAIR,False,0,0,7.6,0,1,22.508385135287934,LOW
TASK-3973,Traction,HIGH,HIGH,FAILED,False,0,1,3.8,1,1,94.60138994441417,CRITICAL
TASK-3974,Engineering,CRITICAL,HIGH,POOR,True,4,5,4.8,1,1,100.0,CRITICAL
TASK-3975,Engineering,LOW,NORMAL,GOOD,False,0,2,7.4,0,0,26.115399801621763,LOW
TASK-3976,S&T,MEDIUM,MEDIUM,DEGRADED,False,0,1,7.2,1,1,57.348458408698036,MEDIUM
TASK-3977,Traction,ROUTINE,MEDIUM,GOOD,False,0,1,6.4,0,1,28.453979036148784,LOW
TASK-3978,Engineering,HIGH,IMMEDIATE,POOR,True,16,0,0.9,1,1,100.0,CRITICAL
TASK-3979,Traction,CRITICAL,IMMEDIATE,POOR,False,0,1,1.0,1,1,96.33496717109301,CRITICAL
TASK-3980,Traction,ROUTINE,NORMAL,GOOD,False,0,1,4.7,0,1,20.072893469190923,LOW
TASK-3981,S&T,CRITICAL,HIGH,POOR,True,9,2,3.5,1,1,100.0,CRITICAL
TASK-3982,Traction,CRITICAL,HIGH,POOR,False,0,1,2.2,1,1,100.0,CRITICAL
TASK-3983,Traction,CRITICAL,HIGH,FAILED,True,14,0,0.6,1,0,100.0,CRITICAL
TASK-3984,S&T,CRITICAL,HIGH,POOR,False,0,2,6.5,1,1,88.0354476036671,CRITICAL
TASK-3985,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,2,1.3,1,0,100.0,CRITICAL
TASK-3986,Traction,ROUTINE,NORMAL,GOOD,False,0,0,3.9,0,1,21.11727143069508,LOW
TASK-3987,S&T,CRITICAL,HIGH,FAILED,False,0,1,1.9,1,1,99.89099153893542,CRITICAL
TASK-3988,Engineering,ROUTINE,NORMAL,GOOD,False,0,1,5.0,0,0,17.607997613303496,LOW
TASK-3989,Engineering,CRITICAL,IMMEDIATE,FAILED,True,2,0,6.4,1,1,100.0,CRITICAL
TASK-3990,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,1,1.4,1,1,100.0,CRITICAL
TASK-3991,Traction,HIGH,MEDIUM,DEGRADED,False,0,1,3.2,1,0,61.81391070668113,MEDIUM
TASK-3992,S&T,HIGH,IMMEDIATE,FAILED,True,4,0,3.8,1,0,99.69688434430881,CRITICAL
TASK-3993,Engineering,ROUTINE,MEDIUM,FAIR,False,0,1,6.5,0,1,32.46892631763722,LOW
TASK-3994,Engineering,ROUTINE,NORMAL,FAIR,True,11,2,2.8,0,0,44.3325188350279,LOW
TASK-3995,S&T,CRITICAL,IMMEDIATE,FAILED,True,1,3,7.7,1,0,100.0,CRITICAL
TASK-3996,S&T,HIGH,HIGH,DEGRADED,False,0,2,4.9,1,0,65.83878205302315,HIGH
TASK-3997,Traction,LOW,MEDIUM,FAIR,False,0,3,1.6,0,1,35.32566045579991,LOW
TASK-3998,S&T,CRITICAL,HIGH,FAILED,True,4,2,3.1,1,1,100.0,CRITICAL
TASK-3999,S&T,ROUTINE,NORMAL,GOOD,True,28,4,4.4,0,0,55.31950393087161,MEDIUM
TASK-4000,Traction,ROUTINE,NORMAL,FAIR,False,0,0,0.9,0,1,22.463596732835125,LOW
TASK-4001,Traction,CRITICAL,HIGH,FAILED,False,0,5,6.9,1,1,100.0,CRITICAL
TASK-4002,S&T,MEDIUM,HIGH,DEGRADED,True,7,1,2.0,1,1,84.53262934291104,CRITICAL
TASK-4003,Engineering,LOW,MEDIUM,FAIR,True,15,2,6.4,0,1,50.424429498576586,MEDIUM
TASK-4004,S&T,ROUTINE,NORMAL,FAIR,True,1,3,5.5,0,1,26.370083983238757,LOW
TASK-4005,Traction,HIGH,IMMEDIATE,POOR,True,28,1,5.0,1,1,100.0,CRITICAL
TASK-4006,S&T,CRITICAL,HIGH,FAILED,True,35,0,4.7,1,1,100.0,CRITICAL
TASK-4007,S&T,HIGH,IMMEDIATE,FAILED,True,15,1,2.7,1,1,100.0,CRITICAL
TASK-4008,S&T,LOW,NORMAL,FAIR,True,3,3,1.3,0,1,29.415770307172274,LOW
TASK-4009,Engineering,CRITICAL,HIGH,POOR,True,18,1,2.1,1,0,100.0,CRITICAL
TASK-4010,Engineering,ROUTINE,NORMAL,FAIR,False,0,4,5.7,0,1,21.807529904928465,LOW
TASK-4011,S&T,CRITICAL,HIGH,FAILED,False,0,2,2.1,1,1,92.2081136574798,CRITICAL
TASK-4012,S&T,HIGH,MEDIUM,DEGRADED,False,0,4,6.6,1,1,70.15804261438299,HIGH
TASK-4013,S&T,ROUTINE,NORMAL,FAIR,False,0,4,3.5,0,0,18.754077868669448,LOW
TASK-4014,Engineering,MEDIUM,HIGH,DEGRADED,False,0,0,0.6,0,1,41.75825660495622,LOW
TASK-4015,S&T,LOW,NORMAL,GOOD,False,0,1,4.7,0,1,18.59541096339317,LOW
TASK-4016,Engineering,HIGH,MEDIUM,DEGRADED,False,0,1,3.8,1,1,53.292151748744374,MEDIUM
TASK-4017,Traction,CRITICAL,IMMEDIATE,FAILED,True,5,1,7.3,1,1,100.0,CRITICAL
TASK-4018,S&T,LOW,NORMAL,GOOD,True,15,3,7.8,0,1,48.94684803634786,MEDIUM
TASK-4019,Engineering,ROUTINE,NORMAL,FAIR,True,24,2,2.6,0,1,45.0728917685611,MEDIUM
TASK-4020,Engineering,MEDIUM,MEDIUM,DEGRADED,True,19,0,5.9,0,0,48.31804135838293,MEDIUM
TASK-4021,S&T,CRITICAL,IMMEDIATE,FAILED,False,0,3,2.3,1,0,100.0,CRITICAL
TASK-4022,Engineering,LOW,NORMAL,GOOD,False,0,3,1.8,0,0,22.972151723482842,LOW
TASK-4023,S&T,ROUTINE,NORMAL,GOOD,True,18,1,0.7,0,1,44.8096534664176,LOW
TASK-4024,Traction,LOW,NORMAL,FAIR,True,11,0,3.3,0,0,45.487724223429936,MEDIUM
TASK-4025,Engineering,HIGH,MEDIUM,DEGRADED,False,0,3,7.5,1,1,70.21994626059599,HIGH
TASK-4026,S&T,HIGH,IMMEDIATE,POOR,True,17,1,2.3,1,1,100.0,CRITICAL
TASK-4027,S&T,MEDIUM,NORMAL,FAIR,False,0,0,7.6,0,1,32.11729165915195,LOW
TASK-4028,Traction,HIGH,IMMEDIATE,POOR,True,31,7,7.1,1,1,100.0,CRITICAL
TASK-4029,Engineering,ROUTINE,NORMAL,GOOD,False,0,2,1.6,0,0,23.023295017707035,LOW
TASK-4030,Engineering,MEDIUM,MEDIUM,FAIR,False,0,1,1.9,0,0,38.7338545145045,LOW
TASK-4031,S&T,HIGH,MEDIUM,DEGRADED,False,0,3,2.9,1,1,70.37084935948249,HIGH
TASK-4032,S&T,MEDIUM,NORMAL,FAIR,True,7,1,7.4,0,1,49.08533956538486,MEDIUM
TASK-4033,Traction,CRITICAL,HIGH,FAILED,False,0,0,1.9,1,1,100.0,CRITICAL
TASK-4034,Traction,MEDIUM,MEDIUM,DEGRADED,True,36,0,6.4,0,1,50.57705526595252,MEDIUM
TASK-4035,S&T,ROUTINE,NORMAL,FAIR,True,7,1,0.9,0,0,29.89058293147478,LOW
TASK-4036,S&T,ROUTINE,NORMAL,FAIR,False,0,2,6.9,0,1,21.933248516197736,LOW
TASK-4037,Traction,HIGH,HIGH,POOR,True,17,1,2.1,1,1,100.0,CRITICAL
TASK-4038,Engineering,HIGH,IMMEDIATE,POOR,False,0,2,6.4,1,1,94.78162571977722,CRITICAL
TASK-4039,Traction,MEDIUM,NORMAL,GOOD,False,0,3,1.8,0,1,40.44658953664677,LOW
TASK-4040,S&T,HIGH,HIGH,FAILED,True,14,1,3.3,1,1,100.0,CRITICAL
TASK-4041,Traction,HIGH,IMMEDIATE,POOR,True,8,0,1.8,1,1,98.64542811157614,CRITICAL
TASK-4042,Traction,HIGH,MEDIUM,DEGRADED,True,4,3,4.4,1,0,70.93355793307026,HIGH
TASK-4043,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,4.1,1,0,100.0,CRITICAL
TASK-4044,Traction,CRITICAL,HIGH,POOR,True,9,4,5.3,1,1,100.0,CRITICAL
TASK-4045,Traction,MEDIUM,NORMAL,GOOD,True,17,2,2.1,0,0,53.383790305744334,MEDIUM
TASK-4046,Engineering,CRITICAL,IMMEDIATE,POOR,True,7,2,7.0,1,1,100.0,CRITICAL
TASK-4047,S&T,ROUTINE,NORMAL,FAIR,True,25,1,2.8,0,0,37.02001446519305,LOW
TASK-4048,S&T,CRITICAL,IMMEDIATE,FAILED,False,0,0,1.7,1,0,95.61501236746223,CRITICAL
TASK-4049,S&T,MEDIUM,HIGH,DEGRADED,True,38,2,4.6,1,1,80.98654156504801,CRITICAL
TASK-4050,Engineering,ROUTINE,NORMAL,GOOD,False,0,3,2.7,0,1,18.416710356413724,LOW
TASK-4051,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,2,2.2,0,1,39.03273983318317,LOW
TASK-4052,Engineering,HIGH,HIGH,POOR,True,18,3,4.3,1,0,100.0,CRITICAL
TASK-4053,S&T,CRITICAL,IMMEDIATE,POOR,False,0,0,3.9,1,1,100.0,CRITICAL
TASK-4054,S&T,CRITICAL,IMMEDIATE,POOR,False,0,3,3.3,1,0,95.62632088938726,CRITICAL
TASK-4055,S&T,MEDIUM,MEDIUM,DEGRADED,True,16,0,2.5,1,0,79.02059545982202,HIGH
TASK-4056,Engineering,ROUTINE,NORMAL,FAIR,True,9,0,3.8,0,0,32.261942317792744,LOW
TASK-4057,S&T,ROUTINE,NORMAL,GOOD,True,10,1,3.2,0,1,36.2551416761782,LOW
TASK-4058,Engineering,MEDIUM,MEDIUM,DEGRADED,True,18,1,6.8,0,0,56.38095237586064,MEDIUM
TASK-4059,Traction,HIGH,IMMEDIATE,FAILED,True,15,1,5.3,1,1,100.0,CRITICAL
TASK-4060,S&T,ROUTINE,NORMAL,FAIR,False,0,2,1.2,0,1,21.946355550112678,LOW
TASK-4061,Engineering,MEDIUM,MEDIUM,DEGRADED,True,3,4,0.8,0,1,42.59773552015699,LOW
TASK-4062,Engineering,HIGH,MEDIUM,DEGRADED,True,7,1,2.0,1,1,58.2441609637668,MEDIUM
TASK-4063,S&T,MEDIUM,MEDIUM,DEGRADED,True,11,3,2.8,1,0,76.77998645153274,HIGH
TASK-4064,Traction,MEDIUM,MEDIUM,DEGRADED,True,6,2,1.9,0,0,50.60052541239072,MEDIUM
TASK-4065,Traction,ROUTINE,NORMAL,FAIR,True,6,2,8.0,0,1,28.59206293493133,LOW
TASK-4066,Traction,CRITICAL,IMMEDIATE,FAILED,True,11,2,7.3,1,1,100.0,CRITICAL
TASK-4067,Engineering,HIGH,MEDIUM,DEGRADED,True,2,1,2.6,1,0,59.9067310934867,MEDIUM
TASK-4068,S&T,HIGH,IMMEDIATE,POOR,False,0,1,7.6,1,1,92.10986647981608,CRITICAL
TASK-4069,Traction,ROUTINE,MEDIUM,GOOD,True,1,2,4.0,0,1,29.496175307365036,LOW
TASK-4070,Traction,ROUTINE,NORMAL,FAIR,False,0,3,7.0,0,0,20.92518793385659,LOW
TASK-4071,Engineering,ROUTINE,NORMAL,FAIR,True,13,0,5.9,0,1,47.348428404888786,MEDIUM
TASK-4072,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,1,2.3,1,1,100.0,CRITICAL
TASK-4073,Traction,CRITICAL,HIGH,FAILED,False,0,1,6.2,1,1,98.13785141407548,CRITICAL
TASK-4074,Traction,CRITICAL,IMMEDIATE,POOR,True,8,2,3.1,1,0,100.0,CRITICAL
TASK-4075,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,3,6.8,0,1,40.26365086243527,LOW
TASK-4076,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,2.1,1,1,97.83145422020684,CRITICAL
TASK-4077,S&T,HIGH,HIGH,FAILED,False,0,3,0.7,1,1,87.53151016191666,CRITICAL
TASK-4078,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,5,7.1,1,0,100.0,CRITICAL
TASK-4079,S&T,ROUTINE,MEDIUM,GOOD,True,1,1,4.2,0,1,25.435710026627966,LOW
TASK-4080,Traction,HIGH,MEDIUM,DEGRADED,False,0,1,3.0,1,0,53.199736099235935,MEDIUM
TASK-4081,S&T,CRITICAL,HIGH,POOR,False,0,1,5.6,1,1,97.66202770354634,CRITICAL
TASK-4082,S&T,CRITICAL,HIGH,FAILED,True,16,2,2.7,1,1,100.0,CRITICAL
TASK-4083,Traction,LOW,NORMAL,GOOD,False,0,1,4.8,0,1,24.77325469606579,LOW
TASK-4084,Engineering,ROUTINE,NORMAL,FAIR,True,41,1,1.7,0,1,46.909109722193016,MEDIUM
TASK-4085,S&T,HIGH,HIGH,FAILED,False,0,2,5.2,1,0,90.35478299620367,CRITICAL
TASK-4086,Traction,HIGH,IMMEDIATE,FAILED,False,0,2,4.8,1,1,98.28726381069296,CRITICAL
TASK-4087,S&T,HIGH,IMMEDIATE,POOR,False,0,2,2.0,1,0,92.67106331550087,CRITICAL
TASK-4088,S&T,ROUTINE,MEDIUM,GOOD,True,23,1,4.5,0,1,50.325828219711894,MEDIUM
TASK-4089,Engineering,HIGH,HIGH,POOR,True,25,0,1.3,1,0,100.0,CRITICAL
TASK-4090,Traction,CRITICAL,IMMEDIATE,POOR,True,3,2,5.3,1,0,100.0,CRITICAL
TASK-4091,S&T,LOW,NORMAL,GOOD,False,0,3,1.8,0,1,35.73410981173057,LOW
TASK-4092,Traction,CRITICAL,HIGH,FAILED,False,0,2,1.8,1,1,100.0,CRITICAL
TASK-4093,Traction,CRITICAL,HIGH,FAILED,False,0,3,4.2,1,0,97.36009420777027,CRITICAL
TASK-4094,Engineering,ROUTINE,NORMAL,FAIR,True,7,2,1.0,0,1,34.66800853676778,LOW
TASK-4095,S&T,MEDIUM,HIGH,DEGRADED,False,0,1,2.0,1,1,57.182504697419745,MEDIUM
TASK-4096,S&T,CRITICAL,IMMEDIATE,FAILED,False,0,3,1.0,1,1,100.0,CRITICAL
TASK-4097,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,1,4.4,0,1,32.31477657404119,LOW
TASK-4098,Engineering,MEDIUM,HIGH,DEGRADED,True,1,2,6.9,0,1,64.8789494204733,MEDIUM
TASK-4099,S&T,CRITICAL,HIGH,POOR,True,8,3,1.7,1,0,100.0,CRITICAL
TASK-4100,Engineering,MEDIUM,NORMAL,FAIR,False,0,4,4.5,0,0,36.28386965647662,LOW
TASK-4101,S&T,LOW,MEDIUM,GOOD,False,0,0,3.4,0,0,25.020006301182978,LOW
TASK-4102,Engineering,ROUTINE,NORMAL,FAIR,False,0,1,7.0,0,0,26.58189413681665,LOW
TASK-4103,S&T,CRITICAL,IMMEDIATE,POOR,True,15,1,6.6,1,0,100.0,CRITICAL
TASK-4104,Traction,CRITICAL,HIGH,POOR,False,0,2,1.7,1,0,85.66108269726261,CRITICAL
TASK-4105,Traction,MEDIUM,MEDIUM,DEGRADED,True,8,2,4.9,0,1,51.81307811791134,MEDIUM
TASK-4106,Traction,CRITICAL,IMMEDIATE,POOR,True,1,1,2.6,1,0,100.0,CRITICAL
TASK-4107,Engineering,ROUTINE,NORMAL,FAIR,False,0,2,3.8,0,1,18.90357942495065,LOW
TASK-4108,S&T,HIGH,IMMEDIATE,FAILED,True,1,0,6.6,1,0,86.66372168099595,CRITICAL
TASK-4109,Traction,MEDIUM,HIGH,DEGRADED,True,6,1,7.3,0,1,47.70415156233364,MEDIUM
TASK-4110,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,4.0,1,1,98.99173785555438,CRITICAL
TASK-4111,Engineering,ROUTINE,MEDIUM,GOOD,False,0,5,2.7,0,1,28.619471631468855,LOW
TASK-4112,S&T,HIGH,MEDIUM,DEGRADED,True,10,2,5.8,1,0,90.22449207074364,CRITICAL
TASK-4113,Traction,MEDIUM,MEDIUM,DEGRADED,True,13,2,3.4,0,1,58.48164455759742,MEDIUM
TASK-4114,Engineering,CRITICAL,HIGH,POOR,True,7,0,2.4,1,1,100.0,CRITICAL
TASK-4115,Traction,CRITICAL,HIGH,POOR,False,0,1,3.9,1,0,100.0,CRITICAL
TASK-4116,Traction,LOW,NORMAL,FAIR,False,0,1,5.7,0,1,12.248205035531866,LOW
TASK-4117,Engineering,CRITICAL,IMMEDIATE,POOR,True,15,2,5.7,1,0,100.0,CRITICAL
TASK-4118,Engineering,ROUTINE,MEDIUM,FAIR,True,28,0,7.1,0,0,48.469127064280094,MEDIUM
TASK-4119,Engineering,MEDIUM,HIGH,DEGRADED,True,13,0,7.1,0,1,62.88696113599177,MEDIUM
TASK-4120,Traction,HIGH,HIGH,DEGRADED,True,29,5,5.5,1,1,100.0,CRITICAL
TASK-4121,Engineering,LOW,NORMAL,FAIR,False,0,0,7.3,0,1,28.271152591399762,LOW
TASK-4122,S&T,CRITICAL,IMMEDIATE,FAILED,True,25,5,1.4,1,1,100.0,CRITICAL
TASK-4123,S&T,LOW,NORMAL,GOOD,True,8,2,6.2,0,1,24.236067650573204,LOW
TASK-4124,Traction,HIGH,HIGH,DEGRADED,False,0,2,3.6,1,1,71.05647583221615,HIGH
TASK-4125,Engineering,HIGH,HIGH,DEGRADED,False,0,1,2.1,1,1,68.76821231425318,HIGH
TASK-4126,Engineering,HIGH,HIGH,POOR,True,18,2,0.7,1,0,98.13547182129139,CRITICAL
TASK-4127,Traction,CRITICAL,HIGH,POOR,True,4,2,3.4,1,1,96.06342188884203,CRITICAL
TASK-4128,Traction,CRITICAL,HIGH,POOR,True,5,4,6.9,1,1,100.0,CRITICAL
TASK-4129,S&T,ROUTINE,NORMAL,GOOD,True,9,2,0.6,0,0,36.95949328968232,LOW
TASK-4130,Engineering,ROUTINE,NORMAL,FAIR,False,0,1,3.0,0,1,21.06592314767467,LOW
TASK-4131,Traction,HIGH,HIGH,POOR,True,17,2,4.1,1,1,98.43077811299491,CRITICAL
TASK-4132,Engineering,ROUTINE,NORMAL,GOOD,False,0,1,4.6,0,1,23.235428278437027,LOW
